phi,theta,phi_dot,theta_dot
-0.05801888138088285,0.03384005258761569,0.13102122090961882,-0.12568921812051687
-0.04362904504532002,0.06817431588518452,0.07405372394979365,0.058241030823364626
-0.0627123475711491,0.07311542912491045,0.13317188622969123,0.042358726071793196
-0.03639930500562723,-0.029675462552073123,0.1267117866022544,0.06890027491767786
0.057269002883110404,-0.04484648634972861,0.0009709148665505707,0.19524963038185417
0.046317904351066363,0.09483888876327143,-0.0373637850562111,0.10710584708573506
-0.0993422131898894,-0.07609552582730944,0.08494780874603658,0.2641079008375448
0.1404980880297765,0.00727641616132102,0.28671221610106906,0.29729016643993195
0.04750024962194968,-0.040552438458276566,0.11703792528365392,0.09043394059354021
0.02150897038028768,-0.009052028873228174,-0.007643941358796397,0.08069530955090287
0.07494033453683988,-0.04595046157384335,-0.0329332016732021,-0.04557962573926569
0.08511370258135528,0.07166833535982417,-0.08571697293564387,0.13901905322189456
0.0381875476204932,-0.09527228279073273,0.13559893108720428,-0.04688635983878378
-0.05688873326756398,0.05208294959900853,0.2735880352956434,0.18636230895609662
0.12305883724340891,0.12623125489082263,0.19163893857989567,0.0783532183851261
-0.05897207190359857,0.07579578005645346,-0.18781452547641597,-0.02550158945713704
0.06529149322154834,-0.04069288374246896,0.1435267084672619,-0.05190712572616932
-0.07842171460133912,0.07266672991436504,-0.18497156384043706,0.03827192966461182
0.10503982040551105,0.1143774203289035,0.149835448070126,-0.10533706281896027
0.0754678706761962,-0.0006466282281661212,0.12685125680623405,0.02640736995512838
0.05220558050040561,-0.02843718317729023,-0.17977075847030846,0.123991497473389
-0.09060680664498899,-0.08671123112884503,-0.0631569516545624,0.10258043519556476
0.01225543951389925,-0.08536081524631128,0.06186027474638178,0.16320741816866496
-0.04452376340377347,0.06001419373983191,-0.04423802440844987,-0.06236335286022318
0.09259840077179893,-0.07541586430692249,0.132945415864398,-0.1102468080800818
0.08416837652347448,0.09256207141480519,0.11909290533928563,0.05412933868332842
-0.0804331678697997,-0.017174049494214597,-0.1726165122665688,-0.16488470517673603
-0.09350924252486807,0.06706037199932657,-0.07238064107748804,-0.12885339461594006
-0.07644978342197178,-0.0757949999029614,0.10154723308396524,0.07324571428921861
0.05204557197793733,-0.07185769439024832,-0.06588837996868172,0.15379149103870365
0.04400730730921487,0.038830114701966206,0.09665658073441691,-0.19962263389294757
0.04213418219797585,-0.13031217354665472,0.07200080008644505,0.22247830340286784
-0.04259237336501745,0.08584561072637079,-0.04092623422677813,-0.1318149953673432
-0.0963779632358319,-0.07780210615730379,-0.004150215179902078,-0.17262371630294956
-0.028233903175299502,0.043870724473831724,-0.10699760311686753,-0.004380639820286719
-0.06522095015610255,-0.07814715793807572,-0.006391770996238361,0.014216989239119293
0.04137146876952341,-0.03459336768735226,0.1121462012027527,0.0407226935781789
-0.05197833282940992,0.01323780058893026,-0.22730672324340873,-0.21947854420418983
0.08275951956083605,-0.08466575946972944,-0.2532036801543545,0.0021420446421329675
-0.009342233050394472,0.020384686203026317,0.0005102578502917399,0.16905805584142886
-0.07735239083184896,0.08215403232878304,0.18797061013807637,-0.027861387051119818
-0.03780353565686756,-0.03508283401994594,-0.1723969629548735,0.02094645512689372
-0.010517526635309069,-0.03009872558263625,-0.044307811323284596,-0.16502139928004583
-0.09225205480925189,-0.10457686681917448,0.1258710301343835,0.12847148455494956
0.03684660530243139,-0.05962930957541033,0.1044031693981568,0.08084298164551706
0.030902242856227058,0.068542380432111,-0.08108511828746941,-0.0035920949324360074
0.017245966403359445,0.08143900614116598,-0.12980334904745705,0.02942531201068399
-0.09069290906565373,0.1467839835319155,0.053286162093733935,0.13902316363389094
-0.057324683146870184,-0.040114084138043335,0.010994353823894076,-0.14277899729587526
0.049922191408475675,0.06814884292204154,-0.2605020939821077,0.25338466529015086
-0.0068803963735079715,0.08455143810267887,-0.03673932365332075,-0.18992036207157215
-0.10683961009700108,-0.1412101670689745,-0.0528320708326418,-0.266170887688061
-0.07368646297454805,0.09158682421135408,-0.044509460849381316,-0.19014223814547093
0.05771944224490616,0.049765267392661294,-0.016166377114550767,0.09974777465798279
-0.08303245718296162,-0.02556659523249734,-0.033689958590671226,0.17829988089037208
0.0454338139532616,-0.07183941022146478,0.13260733324488944,0.13127434772938118
-0.02029905312052531,-0.016769200364047693,-0.0924585942471226,-0.039874865530802384
-0.04659434596611574,-0.0822790572060642,-0.15990177451084936,0.18429852110854217
-0.07223456547011797,0.053102579798221944,-0.07078906169836247,-0.15727971839905455
-0.06555680926472418,-0.031183656769359983,-0.18508720676991108,-0.06168786820972269
-0.09230526816469484,-0.08469006034283026,-0.22373843173755575,0.055790848653296365
0.05249173714813812,0.026828427659147364,0.02971503003608439,0.18690847614811906
0.07935308492528503,0.003877171900787471,0.1116410345583147,-0.14709251396060732
0.0428419773258521,-0.05894882725561433,-0.2851816213883332,-0.1629444886149479
-0.03694193243387793,-0.06917099136430259,0.07354658073413728,-0.05269995704194677
-0.1269092450975948,-0.0010453733308185553,0.1643970523764054,-0.0454889665524143
0.030333365075177005,0.04260921012686375,-0.1375193968277603,0.03845705981995878
0.036651752731919174,0.04757390371230602,-0.07711343319149165,0.18662337575221766
0.020223002348641758,0.017070872879350427,-0.009239957412812,-0.16558713718682272
-0.057710398600691076,0.004678182274873294,-0.11534564057205553,-0.05906917829898428
0.06255991345150053,0.08861516754894153,0.08085843847273178,0.08201636254143707
0.06604397291339834,-0.05860148431231465,0.11009762073397972,0.13366564328337655
0.07087701867391583,0.06139309817679872,-0.022358577237352545,0.128735729101161
0.0962372356054847,0.08122220042649941,0.017679465001480876,-0.06121641984896567
-0.08963529263551462,0.006605773449227997,0.12105612494117185,-0.006455912454275431
0.07800106836351325,-0.030780054692442896,0.09461409133391702,-0.13541686637430397
-0.08126504643438151,0.012459363175581967,0.07417755328876063,0.039743890016866235
-0.04937795595109591,-0.14224830833399663,-0.27380344277219487,0.11372052534324911
0.023931432528743884,-0.06377923984635524,-0.10240723351049744,0.2701267235192581
-0.1402587684924755,-0.01512499412392132,0.15627876376564004,0.017885434242032483
-0.018117669561751912,0.04045175320633285,0.04907581637991898,0.08034627889755197
0.06011733982181658,0.09269984817751767,-0.06721139810566182,-0.010226034341130369
0.05313727904476917,-0.07706264087319939,0.26857419511240027,0.20426565032761207
0.02680114061992228,-0.054794200436800056,-0.09140319898291548,-0.006330787134637028
-0.09389995001219012,-0.06503227454791749,-0.01989830154284386,-0.09553502699565591
0.09223811276478286,0.047471415477559925,0.17084425154337096,-0.09752339422425803
